36596566-9da0 | http://is5.auto.ru/all/images/5f/4e/60x45/5f4e82ad.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 350 000 |  2010  |  34 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Сургут | 29.07.14
1005860539-2fa190 | http://is12.auto.ru/all/images/68/42/60x45/68428f03.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 315 000 |  2008  |  110 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Ростов-на-Дону | 07.01.15
1005582453-0ef532 | http://is5.auto.ru/all/images/b7/0b/60x45/b70b4e89.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 255 000 |  2006  |  220 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Санкт-Петербург | 07.01.15
1006363343-37e8 | http://is9.auto.ru/all/images/9f/71/60x45/9f713da6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 450 000 |  2011  |  47 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Руза | 07.01.15
1006108213-60e866 | http://is18.auto.ru/all/images/82/11/60x45/82114487.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 225 000 |  2007  |  138 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Щекино | 07.01.15
1003498750-87f30 | http://is12.auto.ru/all/images/f0/05/60x45/f0056412.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 312 120 |  2007  |  70 846 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Москва | 07.01.15
1006368021-6944 | http://is13.auto.ru/all/images/8e/1e/60x45/8e1ea5ec.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #9c9999 | 340 000 |  2008  |  60 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Мирный | 07.01.15
1006367733-90c7 | http://is9.auto.ru/all/images/32/bb/60x45/32bb3b69.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 248 000 |  2005  |  111 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Колпино | 07.01.15
1004626097-e4a5 | http://is14.auto.ru/all/images/ee/b7/60x45/eeb7cd06.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 305 000 |  2011  |  9 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Москва | 07.01.15
1004646397-56c253 | http://is7.auto.ru/all/images/06/6a/60x45/066ad305.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 285 000 |  2011  |  12 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 07.01.15
1006368617-12ecb | http://is3.auto.ru/all/images/81/04/60x45/81049d66.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 295 000 |  2007  |  144 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Махачкала | 07.01.15
1006369443-7284cc | http://is6.auto.ru/all/images/4d/e5/60x45/4de58768.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #CACECB | 350 000 |  2009  |  70 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Курск | 08.01.15
1006362161-bd7c9 | http://is15.auto.ru/all/images/f3/5c/60x45/f35c99e7.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 349 000 |  2010  |  77 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Краснодар | 08.01.15
49593412-094b60 | http://is15.auto.ru/all/images/0f/0c/60x45/0f0c9899.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 355 000 |  2011  |  65 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Воронеж | 08.01.15
1004144157-1c37 | http://is11.auto.ru/all/images/fc/1a/60x45/fc1a205d.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 250 000 |  2007  |  120 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Нижний Новгород | 08.01.15
1005710453-5cdbe4 | http://is12.auto.ru/all/images/21/1a/60x45/211a3b38.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 330 000 |  2011  |  78 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Аксай | 08.01.15
1006411183-69d7ad | http://is2.auto.ru/all/images/cd/43/60x45/cd4385ec.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 355 000 |  2011  |  42 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 08.01.15
1006412053-1269d | http://is2.auto.ru/all/images/87/72/60x45/87723899.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 265 000 |  2005  |  106 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Смоленск | 08.01.15
1006112059-c53e | http://is5.auto.ru/all/images/02/73/60x45/0273342c.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 335 000 |  2008  |  84 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Брянск | 08.01.15
1006412803-654e | http://is2.auto.ru/all/images/8c/36/60x45/8c367cbd.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFFFFF | 290 000 |  2007  |  115 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Глазов | 08.01.15
1006413159-292e5 | http://is11.auto.ru/all/images/77/b6/60x45/77b6125e.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 300 000 |  2008  |  114 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Рыбинск | 08.01.15
1004254665-4ba319 | http://is18.auto.ru/all/images/77/b4/60x45/77b49dc0.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 305 000 |  2009  |  53 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 08.01.15
43423934-c2dc92 | http://is14.auto.ru/all/images/e4/0a/60x45/e40a0520.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFCC00 | 246 000 |  2005  |  225 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Москва | 08.01.15
1001694719-eca3f | http://is7.auto.ru/all/images/7e/7b/60x45/7e7bda50.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 310 000 |  2008  |  120 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Краснодар | 08.01.15
1006416673-9e98 | http://is16.auto.ru/all/images/96/15/60x45/96151603.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 355 000 |  2011  |  99 800 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Москва | 08.01.15
1006416729-37db | http://is6.auto.ru/all/images/ea/d8/60x45/ead8a3b6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 370 000 |  2010  |  50 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Узловая | 08.01.15
1006416887-1bde | http://is18.auto.ru/all/images/0f/66/60x45/0f6617d6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 300 000 |  2008  |  140 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Тихорецк | 08.01.15
1005162563-732e | http://is3.auto.ru/all/images/20/ca/60x45/20ca87b6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 309 800 |  2008  |  126 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Рязань | 08.01.15
1006417237-0470c | http://is11.auto.ru/all/images/de/7c/60x45/de7cb2e7.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0088ff | 410 000 |  2010  |  41 477 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 08.01.15
1002340529-6d16bf | http://is17.auto.ru/all/images/24/2c/60x45/242c6505.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 350 000 |  2010  |  80 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Волгоград | 08.01.15
1006420049-f353e | http://is14.auto.ru/all/images/cc/15/60x45/cc15bbc7.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0000FF | 360 000 |  2008  |  130 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Подольск | 08.01.15
1005967305-ec3786 | http://is6.auto.ru/all/images/0e/a4/60x45/0ea457a1.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #CC0033 | 375 000 |  2009  |  116 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006459395-fe90d6 | http://is9.auto.ru/all/images/32/04/60x45/3204f8c2.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #9c9999 | 295 000 |  2008  |  94 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Ярославль | 09.01.15
1005032155-ff648 | http://is2.auto.ru/all/images/bc/1e/60x45/bc1e26e7.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0000FF | 415 000 |  2011  |  41 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1006461895-a3589 | http://is3.auto.ru/all/images/bc/22/60x45/bc22cbc4.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 305 000 |  2008  |  105 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Псков | 09.01.15
1006462211-977d94 | http://is3.auto.ru/all/images/24/51/60x45/2451a214.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 305 000 |  2008  |  105 000 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Санкт-Петербург | 09.01.15
1004641237-7e77c | http://is10.auto.ru/all/images/ef/89/60x45/ef89ea38.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #FF0000 | 245 000 |  2005  |  89 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006026631-fd4c67 | http://is8.auto.ru/all/images/e7/86/60x45/e786a0da.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 250 000 |  2007  |  113 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Москва | 09.01.15
1006463381-c50ea | http://is17.auto.ru/all/images/fa/7c/60x45/fa7c9b01.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 390 000 |  2008  |  98 700 км  |  1.6 AT (109 л.с.)седан, бензин, передний  | Санкт-Петербург | 09.01.15
1006462215-c2621 | http://is2.auto.ru/all/images/71/28/60x45/7128b27a.jpg |  Chevrolet Lacetti1.8 AT (122 л.с.)  | #000000 | 350 000 |  2010  |  84 000 км  |  1.8 AT (122 л.с.)седан, бензин, передний  | Киров | 09.01.15
1001040831-3835 | http://is8.auto.ru/all/images/d8/69/60x45/d8697959.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #ffefd5 | 325 000 |  2011  |  65 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Набережные Челны | 09.01.15
1003128952-d221 | http://is16.auto.ru/all/images/e1/e3/60x45/e1e3114d.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 310 000 |  2008  |  37 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
47130214-2f24 | http://is4.auto.ru/all/images/b7/df/60x45/b7df8a1b.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #000000 | 260 000 |  2006  |  120 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 09.01.15
1006465593-9441c | http://is8.auto.ru/all/images/f5/3d/60x45/f53dc811.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #9c9999 | 330 000 |  2011  |  81 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Сергиев Посад | 09.01.15
1006465639-d226ef | http://is17.auto.ru/all/images/ba/ba/60x45/babaee33.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFFFFF | 230 000 |  2011  |  70 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 09.01.15
1006466493-a3f76 | http://is3.auto.ru/all/images/8f/3e/60x45/8f3e0035.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 275 000 |  2008  |  105 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Псков | 09.01.15
1006465981-464cf | http://is17.auto.ru/all/images/49/ea/60x45/49eaa7c7.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 340 000 |  2009  |  29 800 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 09.01.15
1006466833-336a45 | http://is9.auto.ru/all/images/c5/6c/60x45/c56c0648.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 350 000 |  2010  |  60 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Москва | 09.01.15
1005977573-22c136 | http://is16.auto.ru/all/images/14/67/60x45/14677451.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 280 000 |  2007  |  91 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Челябинск | 09.01.15
1006469299-65428 | http://is5.auto.ru/all/images/53/0e/60x45/530ea1b3.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 350 000 |  2010  |  140 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Звенигород | 09.01.15
1006469033-9212 | http://is5.auto.ru/all/images/04/39/60x45/04393641.jpg |  Chevrolet Lacetti1.8 MT (122 л.с.)  | #000000 | 222 222 |  2004  |  200 000 км  |  1.8 MT (122 л.с.)седан, бензин, передний  | Лобня | 09.01.15
1006468959-a39ce1 | http://is2.auto.ru/all/images/c9/f4/60x45/c9f4c641.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 275 000 |  2007  |  100 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Воронеж | 09.01.15
1006469925-cfe0 | http://is15.auto.ru/all/images/d8/2e/60x45/d82e37be.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 315 000 |  2008  |  63 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Железногорск | 09.01.15
1006368707-b5e6 | http://is7.auto.ru/all/images/d6/80/60x45/d680d7b6.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 270 000 |  2005  |  140 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Армавир | 09.01.15
1004019294-5179 | http://is12.auto.ru/all/images/55/fd/60x45/55fdd266.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FFFFFF | 305 000 |  2008  |  78 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Серебряные Пруды | 09.01.15
42586228-87a1 | http://is5.auto.ru/all/images/00/ad/60x45/00ad938c.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 385 019 |  2011  |  92 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Москва | 10.01.15
47203124-6f3be9 | http://is5.auto.ru/all/images/72/44/60x45/7244f36f.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 260 000 |  2005  |  129 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Ступино | 10.01.15
1006512803-22dd44 | http://is10.auto.ru/all/images/cf/31/60x45/cf31ad6b.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 355 000 |  2008  |  86 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Орел | 10.01.15
1006512687-815c5 | http://is5.auto.ru/all/images/8b/a4/60x45/8ba4ee5d.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF9966 | 260 000 |  2006  |  142 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Анапа | 10.01.15
1006513671-7715 | http://is12.auto.ru/all/images/c8/77/60x45/c877b301.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 275 000 |  2009  |  146 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
49091512-5262 | http://is17.auto.ru/all/images/af/fc/60x45/affcb17b.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 345 000 |  2009  |  55 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Киров | 10.01.15
50398592-b2e42 | http://is4.auto.ru/all/images/c6/16/60x45/c616e6ff.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFFFFF | 370 000 |  2011  |  95 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Динская | 10.01.15
1006515353-80dc | http://is1.auto.ru/all/images/78/43/60x45/7843d415.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 350 000 |  2006  |  95 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Иваново | 10.01.15
38817856-ad69b | http://is11.auto.ru/all/images/45/c0/60x45/45c0164d.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 280 000 |  2008  |  134 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Россошь | 10.01.15
1006517503-a793 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 210 000 |  2005  |  150 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Одинцово | 10.01.15
1006517547-8dec4 | http://is6.auto.ru/all/images/48/9e/60x45/489e6c65.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 280 000 |  2008  |  124 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Королев | 10.01.15
1004906625-4862d | http://is4.auto.ru/all/images/86/07/60x45/86072411.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FFCC00 | 240 000 |  2007  |  134 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Воронеж | 10.01.15
1004228207-3f0b | http://is17.auto.ru/all/images/6c/23/60x45/6c23ddce.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 270 000 |  2007  |  89 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1005311315-85fe2 | http://is5.auto.ru/all/images/c9/b5/60x45/c9b567a5.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 285 000 |  2008  |  120 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 10.01.15
1006470273-d97e71 | http://is3.auto.ru/all/images/05/70/60x45/0570a2d0.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 249 000 |  2008  |  144 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Санкт-Петербург | 10.01.15
43427542-40384 | http://is8.auto.ru/all/images/04/59/60x45/04599edf.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF9966 | 285 000 |  2007  |  63 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Курск | 10.01.15
49095240-c222 | http://is9.auto.ru/all/images/b8/f5/60x45/b8f5d938.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 342 000 |  2009  |  94 670 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Курск | 10.01.15
1006521701-77726b | http://is11.auto.ru/all/images/12/94/60x45/129408e2.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 300 000 |  2007  |  85 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Москва | 10.01.15
1005975717-829ea | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 265 000 |  2006  |  120 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Ковров | 10.01.15
1006522893-90e9 | http://is11.auto.ru/all/images/59/3d/60x45/593d1a0f.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 380 000 |  2011  |  74 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Ульяновск | 10.01.15
1006510249-eeb0 | http://is2.auto.ru/all/images/14/cd/60x45/14cd6e5b.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 225 000 |  2006  |  76 500 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | д. Афонино | 10.01.15
1006524015-248a | http://is12.auto.ru/all/images/81/07/60x45/8107efad.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 330 000 |  2008  |  86 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 10.01.15
1006524057-a143e6 | http://is2.auto.ru/all/images/14/5b/60x45/145bdf59.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #0000FF | 360 000 |  2007  |  130 000 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 10.01.15
1005865665-b6d3b9 | http://is18.auto.ru/all/images/a0/1c/60x45/a01c54a4.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 350 000 |  2010  |  50 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Каневская | 11.01.15
1001971287-671d48 | http://is12.auto.ru/all/images/b3/3e/60x45/b33e849b.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #FF0000 | 390 000 |  2008  |  20 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Саратов | 11.01.15
1006564723-4253 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #ffefd5 | 280 000 |  2008  |  105 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Луховицы | 11.01.15
1006566001-48f1a | http://is8.auto.ru/all/images/59/2e/60x45/592ef06a.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 310 000 |  2008  |  90 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Ярославль | 11.01.15
1006522985-d8f9 | http://is13.auto.ru/all/images/99/ee/60x45/99ee77aa.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 230 000 |  2008  |  129 900 км  |  1.6 MT (109 л.с.)универсал, бензин, передний  | Москва | 11.01.15
1006567903-6570be | http://is2.auto.ru/all/images/45/ab/60x45/45ab8bb0.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 290 000 |  2007  |  95 500 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Дмитров | 11.01.15
1005025125-9aaed | http://is18.auto.ru/all/images/e0/4e/60x45/e04ed947.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 410 000 |  2011  |  33 600 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Курск | 11.01.15
1005116607-24c1c3 | http://is17.auto.ru/all/images/44/65/60x45/44659273.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 310 000 |  2008  |  60 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Липецк | 11.01.15
1006569775-cbe8 | http://is8.auto.ru/all/images/6c/28/60x45/6c282ff1.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 280 000 |  2006  |  160 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Новороссийск | 11.01.15
1006571129-924d3f | http://is17.auto.ru/all/images/32/2d/60x45/322d759e.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #CACECB | 300 000 |  2008  |  89 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Пушкино | 11.01.15
1006417031-3aaaa4 | http://is18.auto.ru/all/images/ee/cb/60x45/eecb953d.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #9c9999 | 429 000 |  2011  |  39 500 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006571299-f69bf | http://is10.auto.ru/all/images/52/14/60x45/52145429.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #000000 | 280 000 |  2009  |  95 000 км  |  1.6 MT (109 л.с.)хэтчбек, бензин, передний  | Новошахтинск | 11.01.15
1006571319-5d59b | http://is5.auto.ru/all/images/4d/9c/60x45/4d9c5676.jpg |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0000FF | 339 000 |  2008  |  62 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
1006570987-d0c2f | http://is17.auto.ru/all/images/60/95/60x45/60950793.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #34ba2b | 299 000 |  2007  |  54 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Новосибирск | 11.01.15
1006572105-8be5c | http://is17.auto.ru/all/images/17/0a/60x45/170ae983.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #0000FF | 310 000 |  2007  |  67 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Ярославль | 11.01.15
1004298043-51828 | http://is5.auto.ru/all/images/bf/84/60x45/bf849530.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 350 000 |  2012  |  47 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Калуга | 11.01.15
1006572603-9dbb89 | http://is11.auto.ru/all/images/db/85/60x45/db85af17.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 350 000 |  2011  |  47 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Обнинск | 11.01.15
1006573539-563f | http://is13.auto.ru/all/images/ca/a6/60x45/caa6d821.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 315 000 |  2008  |  71 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Москва | 11.01.15
1006317977-69d9b8 | http://is14.auto.ru/all/images/f6/05/60x45/f605b9e3.jpg |  Chevrolet Lacetti1.6 MT (109 л.с.)  | #FF0000 | 350 000 |  2012  |  45 000 км  |  1.6 MT (109 л.с.)седан, бензин, передний  | Тверь | 11.01.15
1006574319-4d12c | http://is15.auto.ru/all/images/98/77/60x45/987781f6.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #ffefd5 | 410 000 |  2011  |  12 350 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Ковров | 11.01.15
1006574927-87565 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.6 AT (109 л.с.)  | #0088ff | 420 000 |  2011  |  40 000 км  |  1.6 AT (109 л.с.)хэтчбек, бензин, передний  | Тула | 11.01.15
1006574747-8515 | /i/all7/img/no-photo-thumb.gif |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #CACECB | 280 000 |  2007  |  125 000 км  |  1.4 MT (94 л.с.)седан, бензин, передний  | Ейск | 11.01.15
1004027168-8a2b9 | http://is3.auto.ru/all/images/a3/12/60x45/a3124cbc.jpg |  Chevrolet Lacetti1.4 MT (94 л.с.)  | #000000 | 370 000 |  2012  |  40 000 км  |  1.4 MT (94 л.с.)хэтчбек, бензин, передний  | Москва | 11.01.15
